,image_id,asymmetry,border,colour
994,ISIC_0011218,0.084,178.921,905.3482573693451
995,ISIC_0011219,0.332,794.042,2260.3143899475976
996,ISIC_0011220,0.178,210.088,2499.8653188754665
997,ISIC_0011223,0.216,668.167,1589.8594920246317
998,ISIC_0011224,0.391,2482.689,1656.3888216131047
999,ISIC_0011225,0.412,359.172,1558.2734437239162
1000,ISIC_0011227,0.141,128.41,1526.3251649725219
1001,ISIC_0011229,0.353,8238.918,3047.729835898393
1002,ISIC_0011230,0.245,1897.0,2595.8541433439627
1003,ISIC_0011292,0.196,1121.871,3236.2827148432516
1004,ISIC_0011294,0.403,2191.083,1802.7801041304608
1005,ISIC_0011296,0.181,1112.083,895.1469157613
1006,ISIC_0011297,0.267,2188.209,1662.3402858268416
1007,ISIC_0011298,0.223,364.666,1521.263670005359
1008,ISIC_0011300,0.085,292.423,2968.1915765111657
1009,ISIC_0011303,0.161,476.165,2283.240137927372
1010,ISIC_0011304,0.181,394.876,1457.5970267628254
1011,ISIC_0011305,0.345,1653.859,1686.0861160847437
1012,ISIC_0011306,0.242,1175.527,869.0038529643813
1013,ISIC_0011310,0.16,815.91,996.6103474981242
1014,ISIC_0011315,0.154,1074.185,996.3563369215145
1015,ISIC_0011317,0.182,221.132,1419.3062992694515
1016,ISIC_0011321,0.162,683.452,1374.9216484020556
1017,ISIC_0011322,0.43,2910.936,1337.1658029901419
1018,ISIC_0011324,0.112,1117.15,1046.266329759314
1019,ISIC_0011326,0.517,3479.807,890.3916237657198
1020,ISIC_0011327,0.126,755.507,1915.9303699231368
1021,ISIC_0011328,0.082,1148.823,1139.516481936686
1022,ISIC_0011330,0.113,389.104,1980.37843815835
1023,ISIC_0011333,0.237,2872.847,1894.0904673060716
1024,ISIC_0011336,0.128,1606.89,827.499547136964
1025,ISIC_0011338,0.307,660.276,872.6152651550912
1026,ISIC_0011339,0.309,2344.264,2172.477618262005
1027,ISIC_0011343,0.195,1495.994,1877.9830110462817
1028,ISIC_0011344,0.277,773.341,1917.9984367462591
1029,ISIC_0011345,0.206,1731.542,1680.951185336857
1030,ISIC_0011347,0.168,856.427,840.5772396673088
1031,ISIC_0011348,0.088,1197.693,802.5727335091161
1032,ISIC_0011349,0.143,2048.288,1118.5125574003969
1033,ISIC_0011352,0.277,3690.161,1134.834925656305
1034,ISIC_0011353,0.064,275.506,1191.328312786981
1035,ISIC_0011358,0.196,1460.368,1719.8218231266749
1036,ISIC_0011359,0.237,893.576,706.5724417903721
1037,ISIC_0011361,0.278,1205.935,1901.3898126025422
1038,ISIC_0011362,0.413,2472.649,950.8520340226405
1039,ISIC_0011363,0.142,2505.708,2054.5855631426266
1040,ISIC_0011366,0.132,1006.322,1347.0686176111515
1041,ISIC_0011367,0.051,138.771,2141.1363283266114
1042,ISIC_0011372,0.163,181.147,1813.5578556739692
1043,ISIC_0011382,0.172,2589.447,1678.6684313372868
1044,ISIC_0011384,0.135,1376.835,2391.300143492803
1045,ISIC_0011386,0.102,183.384,3668.5200563997037
1046,ISIC_0011387,0.236,3072.416,788.8715553531662
1047,ISIC_0011393,0.23,527.373,2037.7697009092653
1048,ISIC_0011397,0.177,3217.96,1093.3115693016036
1049,ISIC_0011398,0.188,1199.174,1689.8300561257774
1050,ISIC_0011402,0.246,1661.343,1339.0343998854094
1051,ISIC_0012089,0.283,1184.796,684.6114709289324
1052,ISIC_0012090,0.188,22265.91,209.08146463627756
1053,ISIC_0012094,0.17,477.122,627.4979906382265
1054,ISIC_0012097,0.295,958.482,1500.622119988495
1055,ISIC_0012102,0.227,813.458,668.1175409762712
1056,ISIC_0012103,0.113,2529.602,1341.136257257886
1057,ISIC_0012105,0.178,816.813,1186.0747419939066
1058,ISIC_0012107,0.257,15533.685,786.0373455376622
1059,ISIC_0012108,0.161,3045.817,735.907209463655
1060,ISIC_0012116,0.38,2020.753,1001.4413665580904
1061,ISIC_0012117,0.278,12635.885,633.068521371186
1062,ISIC_0012118,0.196,1231.577,749.4040895619622
1063,ISIC_0012135,0.132,1543.4,833.172015520639
1064,ISIC_0012137,0.264,3800.289,1258.0290228893555
1065,ISIC_0012141,0.134,1278.018,466.5924848586535
1066,ISIC_0012148,0.481,6797.947,1222.0211941693012
1067,ISIC_0012150,0.063,535.262,1166.9489619216436
1068,ISIC_0012155,0.055,639.022,550.107247870037
1069,ISIC_0012156,0.17,609.649,782.1549144506263
1070,ISIC_0012164,0.349,763.459,703.8773779051388
1071,ISIC_0012167,0.214,1399.929,724.9088152517947
1072,ISIC_0012170,0.175,8402.215,444.1776160574543
1073,ISIC_0012172,0.309,17201.332,357.2602325869311
1074,ISIC_0012173,0.106,3605.164,386.09067520282844
1075,ISIC_0012175,0.362,4502.668,1092.2173930095787
1076,ISIC_0012177,0.222,573.918,1402.5058729120412
1077,ISIC_0012179,0.32,1437.611,2007.3002218847898
1078,ISIC_0012182,0.104,653.966,1212.045467654213
1079,ISIC_0012183,0.115,5896.888,511.48919382678264
1080,ISIC_0012187,0.179,1523.427,484.44780707511677
1081,ISIC_0012203,0.145,500.714,1038.9039419305338
1082,ISIC_0012205,0.231,1523.777,1204.4894153337025
1083,ISIC_0012208,0.078,609.026,556.6108529751447
1084,ISIC_0012209,0.149,305.087,1059.6846435570615
1085,ISIC_0012211,0.189,2917.178,710.309296607779
1086,ISIC_0012212,0.269,751.046,832.9599837958848
1087,ISIC_0012213,0.177,218.901,901.6931999383472
1088,ISIC_0012214,0.249,1079.116,561.464139815805
1089,ISIC_0012217,0.299,14558.514,633.0558715142622
1090,ISIC_0012224,0.139,5703.601,323.5079999219119
1091,ISIC_0012227,0.092,16035.915,255.9569414496134
1092,ISIC_0012228,0.286,4747.155,515.609451661884
1093,ISIC_0012230,0.147,921.645,672.8224627067297
1094,ISIC_0012232,0.253,1734.904,581.4426580417932
1095,ISIC_0012233,0.055,851.381,312.0541683140934
1096,ISIC_0012235,0.059,1633.792,338.50939538360984
1097,ISIC_0012237,0.237,9437.622,280.14521290720836
1098,ISIC_0012238,0.054,3988.48,347.3445376136667
1099,ISIC_0012245,0.091,6354.085,211.89712026524512
1100,ISIC_0012246,0.088,5857.279,287.6801668585743
1101,ISIC_0012250,0.079,597.828,559.3758699203823
1102,ISIC_0012253,0.24,6091.291,310.79628833892843
1103,ISIC_0012257,0.175,6362.861,713.4535291159842
1104,ISIC_0012259,0.264,5452.23,492.7803181846178
1105,ISIC_0012260,0.152,1003.865,1204.93408188635
1106,ISIC_0012261,0.239,2261.528,387.5833802984279
1107,ISIC_0012263,0.282,2969.022,490.9454808296482
1108,ISIC_0012268,0.294,4324.369,822.3071547337405
1109,ISIC_0012271,0.087,918.545,600.8980280873105
1110,ISIC_0012274,0.464,4624.16,521.3919307141354
1111,ISIC_0012278,0.189,741.817,1263.225821529261
1112,ISIC_0012281,0.174,1769.402,621.2702619721218
1113,ISIC_0012282,0.282,5269.206,315.9561439896606
1114,ISIC_0012284,0.229,4631.234,1020.5087561806607
1115,ISIC_0012285,0.156,1431.39,1660.198768491305
1116,ISIC_0012290,0.175,19114.946,695.3682463598201
1117,ISIC_0012291,0.229,11442.873,343.8023669290829
1118,ISIC_0012294,0.269,4370.282,900.3614095456969
1119,ISIC_0012298,0.184,4852.345,323.68086333607107
1120,ISIC_0012299,0.13,4424.472,509.30424670957774
1121,ISIC_0012303,0.077,381.265,680.3509887213175
1122,ISIC_0012309,0.312,1949.832,652.9395819303929
1123,ISIC_0012311,0.227,2717.297,482.81603765340964
1124,ISIC_0012318,0.193,2669.625,1025.5083166575437
1125,ISIC_0012320,0.228,1483.011,1143.4551771017052
1126,ISIC_0012322,0.108,1402.41,1295.6809634744548
1127,ISIC_0012324,0.165,1551.08,538.4852863974154
1128,ISIC_0012325,0.376,4549.619,201.55679890323233
1129,ISIC_0012329,0.118,2771.617,419.48776584350685
1130,ISIC_0012332,0.133,1714.375,921.9539520689538
1131,ISIC_0012333,0.226,1090.816,1121.049810015006
1132,ISIC_0012334,0.191,1662.337,838.5252152303243
1133,ISIC_0012338,0.162,756.629,605.3389630618561
1134,ISIC_0012339,0.395,34409.998,706.2298536385715
1135,ISIC_0012342,0.182,9036.912,330.92369973272974
1136,ISIC_0012348,0.314,6579.38,703.2207233577079
1137,ISIC_0012351,0.247,1116.581,894.984320409154
1138,ISIC_0012359,0.154,9942.823,364.44366126637533
1139,ISIC_0012360,0.181,2103.574,746.9749032394255
1140,ISIC_0012363,0.222,15776.998,783.2997959610126
1141,ISIC_0012374,0.507,5012.951,788.1434224247392
1142,ISIC_0012376,0.242,246.869,1383.3233919696343
1143,ISIC_0012377,0.145,2390.829,760.221630536084
1144,ISIC_0012378,0.428,660.543,1055.9992675220458
1145,ISIC_0012379,0.124,13077.543,420.1851865361147
1146,ISIC_0012381,0.147,2593.088,445.1487088805946
1147,ISIC_0012382,0.068,6536.107,485.9664035603409
1148,ISIC_0012384,0.142,3260.61,401.35885698176344
1149,ISIC_0012386,0.165,8357.143,512.2976696352847
1150,ISIC_0012390,0.239,7032.68,566.1133480606355
1151,ISIC_0012391,0.251,2314.559,1264.6781997917444
1152,ISIC_0012397,0.189,7686.023,304.1166798313902
1153,ISIC_0012406,0.095,728.523,462.5353783965508
1154,ISIC_0012413,0.099,913.38,1086.9317099669306
1155,ISIC_0012415,0.199,376.3,1103.1257251817362
1156,ISIC_0012416,0.29,22621.331,232.84692454218268
1157,ISIC_0012433,0.225,2702.607,664.3478512125115
1158,ISIC_0012435,0.08,935.205,710.1700273658744
1159,ISIC_0012442,0.046,1930.831,748.1306992019032
1160,ISIC_0012445,0.208,4808.945,952.4845848821784
1161,ISIC_0012450,0.413,2625.524,317.4840699946836
1162,ISIC_0012452,0.146,2170.097,392.8595700635674
1163,ISIC_0012453,0.219,1626.933,306.2350355697838
1164,ISIC_0012455,0.121,1229.194,513.1592553205813
1165,ISIC_0012459,0.084,1896.049,748.0197696000583
1166,ISIC_0012460,0.084,316.676,1230.4133336830696
1167,ISIC_0012464,0.147,1246.799,892.5646148893888
1168,ISIC_0012469,0.209,24029.285,177.89442607899238
1169,ISIC_0012473,0.38,34953.154,205.8773306359307
1170,ISIC_0012475,0.246,15172.807,481.286722244244
1171,ISIC_0012478,0.145,7380.524,233.4959421950047
1172,ISIC_0012481,0.089,729.772,703.462304531385
1173,ISIC_0012487,0.238,9010.29,1314.5431049714698
1174,ISIC_0012489,0.168,9355.483,585.900143893068
1175,ISIC_0012494,0.148,5649.975,330.6156003722438
1176,ISIC_0012495,0.263,1527.114,252.54266405624242
1177,ISIC_0012496,0.219,2923.65,342.0198471588681
1178,ISIC_0012501,0.113,8721.275,377.74170317103
1179,ISIC_0012503,0.151,8525.338,569.933294337391
1180,ISIC_0012506,0.07,851.662,668.8026965164137
1181,ISIC_0012508,0.262,4595.897,581.3728705446094
1182,ISIC_0012511,0.211,1866.043,804.1991262769892
1183,ISIC_0012512,0.472,18275.248,650.8812184396457
1184,ISIC_0012516,0.179,12041.131,433.8865297222106
1185,ISIC_0012517,0.154,7136.442,280.4561354823781
1186,ISIC_0012518,0.534,28017.864,304.82665376732695
1187,ISIC_0012520,0.187,5380.747,529.7217101494451
1188,ISIC_0012521,0.173,4827.006,327.53977251185245
1189,ISIC_0012523,0.22,1266.236,634.0152327108427
1190,ISIC_0012526,0.075,3618.57,294.11830260647946
1191,ISIC_0012527,0.42,22659.498,497.55993851052517
1192,ISIC_0012529,0.062,970.632,429.57600887731974
1193,ISIC_0012539,0.087,965.145,336.9632984262701
1194,ISIC_0012543,0.092,1588.176,492.4242326985654
1195,ISIC_0012544,0.096,124.788,1052.7172473570688
1196,ISIC_0012549,0.182,3194.208,619.8866457842839
1197,ISIC_0012550,0.389,5955.894,415.288006218372
1198,ISIC_0012653,0.182,483.42,901.6965482230497
1199,ISIC_0012655,0.126,121.184,1531.5760641565867
1200,ISIC_0012657,0.056,614.276,1156.9766921374096
1201,ISIC_0012658,0.204,1073.034,844.2614184973125
1202,ISIC_0012659,0.126,86.088,1025.0157533529784
1203,ISIC_0012661,0.132,1516.778,639.906133219793
1204,ISIC_0012662,0.346,791.134,1542.3763016197042
1205,ISIC_0012663,0.139,785.495,1688.5246979868834
1206,ISIC_0012664,0.122,2095.359,776.1558627656746
1207,ISIC_0012665,0.072,282.272,662.3152441128174
1208,ISIC_0012666,0.1,256.298,1559.9717394589418
1209,ISIC_0012669,0.22,727.879,1851.0369138113683
1210,ISIC_0012670,0.181,2284.854,1181.3485386991695
1211,ISIC_0012671,0.19,5866.392,1023.0979607333611
1212,ISIC_0012672,0.337,2528.916,1077.2303101004256
1213,ISIC_0012673,0.337,2554.506,1076.8664826939419
1214,ISIC_0012674,0.335,4603.36,901.9624971833633
1215,ISIC_0012675,0.167,505.974,1820.5836936302642
1216,ISIC_0012676,0.121,337.356,1468.5939900213623
1217,ISIC_0012677,0.14,249.454,1507.136089114373
1218,ISIC_0012678,0.17,4218.353,722.8761238168971
1219,ISIC_0012679,0.176,140.801,811.9230207309307
1220,ISIC_0012680,0.175,842.018,1984.1262442617065
1221,ISIC_0012681,0.219,337.434,2423.07952529155
1222,ISIC_0012682,0.108,167.835,1392.5594709950026
1223,ISIC_0012683,0.154,39.451,982.8630937715166
1224,ISIC_0012685,0.135,939.434,994.9006797676502
1225,ISIC_0012690,0.143,2279.877,561.2472906937065
1226,ISIC_0012692,0.147,865.531,691.7760219463495
1227,ISIC_0012693,0.219,873.246,367.8054963671562
1228,ISIC_0012696,0.182,2256.15,409.81409658409353
1229,ISIC_0012697,0.215,452.045,422.57761743455166
1230,ISIC_0012699,0.072,699.916,978.3623828485855
1231,ISIC_0012700,0.146,3104.018,1152.0550416509157
1232,ISIC_0012701,0.193,1056.443,1172.7762932236656
1233,ISIC_0012702,0.093,310.98,1097.9324269575714
1234,ISIC_0012704,0.127,712.187,790.2441306699312
1235,ISIC_0012706,0.143,2271.057,844.2727206923297
1236,ISIC_0012709,0.506,30298.81,661.8459766166369
1237,ISIC_0012710,0.17,281.446,1205.6649517291069
1238,ISIC_0012711,0.174,197.536,960.8646998620916
1239,ISIC_0012713,0.204,830.398,1663.519231969219
1240,ISIC_0012715,0.259,12294.035,406.27762938298474
1241,ISIC_0012719,0.149,5491.761,460.5983693818337
1242,ISIC_0012721,0.221,4503.749,699.8685002602987
1243,ISIC_0012725,0.104,360.046,536.9227096358858
1244,ISIC_0012726,0.124,219.837,366.70909320733193
1245,ISIC_0012735,0.2,603.07,1331.3140043379526
1246,ISIC_0012737,0.102,1016.597,778.5654115725355
1247,ISIC_0012739,0.098,159.566,833.6716082622493
1248,ISIC_0012740,0.238,888.689,1069.8960986569
1249,ISIC_0012741,0.103,594.019,1084.3349504643963
1250,ISIC_0012742,0.333,324.504,1075.008991322274
1251,ISIC_0012744,0.119,158.363,653.3779239189971
1252,ISIC_0012749,0.207,8669.572,1518.6168543827573
1253,ISIC_0012756,0.248,13111.464,517.8913877747812
1254,ISIC_0012768,0.187,5727.153,564.6985741357308
1255,ISIC_0012770,0.128,393.992,1102.5591819059637
1256,ISIC_0012772,0.146,5703.178,369.9207562839342
1257,ISIC_0012773,0.112,22028.594,403.15852969412634
1258,ISIC_0012777,0.076,224.272,1346.7003234583588
1259,ISIC_0012785,0.191,2394.029,613.7340889169406
1260,ISIC_0012787,0.238,1448.611,1562.8847672458332
1261,ISIC_0012788,0.258,755.854,1605.6719993303511
1262,ISIC_0012789,0.168,1552.177,1353.0681498797608
1263,ISIC_0012790,0.233,1312.71,854.2338958675201
1264,ISIC_0012792,0.38,4560.249,1513.9754451492392
1265,ISIC_0012793,0.406,325.311,764.152268551888
1266,ISIC_0012800,0.312,11826.6,653.4869146561128
1267,ISIC_0012804,0.2,1373.04,1654.9657554144712
1268,ISIC_0012806,0.167,5582.912,412.6626049302885
1269,ISIC_0012810,0.22,7801.616,2019.8092157209128
1270,ISIC_0012811,0.096,1495.444,796.382521567194
1271,ISIC_0012813,0.162,13192.104,215.03450388424463
1272,ISIC_0012814,0.363,2603.594,724.4296661713175
1273,ISIC_0012823,0.128,493.733,1868.1866064886453
1274,ISIC_0012826,0.133,7595.334,930.1450457668983
1275,ISIC_0012827,0.196,2125.184,1601.7329106583038
1276,ISIC_0012828,0.355,26121.032,1198.5623609726883
1277,ISIC_0012833,0.111,767.67,304.4401881382461
1278,ISIC_0012835,0.103,227.631,1397.227033606209
1279,ISIC_0012840,0.216,8601.283,898.1194304504061
1280,ISIC_0012844,0.338,4176.235,914.9620586359418
1281,ISIC_0012845,0.146,1238.096,934.0264953630173
1282,ISIC_0012851,0.22,755.815,980.1964310970839
1283,ISIC_0012854,0.23,2790.427,351.11795976408166
1284,ISIC_0012855,0.21,1262.196,1063.817718491291
1285,ISIC_0012856,0.212,1498.222,732.1556460216883
1286,ISIC_0012865,0.325,5169.731,881.1401887776495
1287,ISIC_0012871,0.105,4050.711,776.6234423966134
1288,ISIC_0012873,0.226,358.865,1444.1824344070922
1289,ISIC_0012877,0.119,3871.267,580.1366694149741
1290,ISIC_0012878,0.105,2494.794,604.9902353784162
1291,ISIC_0012879,0.144,751.496,1288.9325942805
1292,ISIC_0012880,0.08,5190.102,435.99320692145506
1293,ISIC_0012883,0.142,1043.445,804.4720179269169
1294,ISIC_0012884,0.274,6036.765,535.5062497653366
1295,ISIC_0012887,0.178,793.259,1470.6926056349066
1296,ISIC_0012888,0.11,1209.722,1028.012092257837
1297,ISIC_0012889,0.182,2064.311,420.46764901323513
1298,ISIC_0012891,0.197,1353.491,1050.5558339314398
1299,ISIC_0012897,0.198,431.587,976.3399474976086
1300,ISIC_0012898,0.171,1097.555,828.7143451613662
1301,ISIC_0012901,0.176,1351.336,1497.3432939880856
1302,ISIC_0012902,0.11,11777.611,303.50501391224554
1303,ISIC_0012905,0.28,1198.731,1305.9160102944359
1304,ISIC_0012907,0.098,1903.003,514.5057476652544
1305,ISIC_0012911,0.218,1365.389,993.015067099065
1306,ISIC_0012930,0.314,3303.853,1342.404244698241
1307,ISIC_0012932,0.511,18118.741,449.3802532980899
1308,ISIC_0012939,0.118,221.393,924.8233722220302
1309,ISIC_0012940,0.368,1681.636,787.587840356925
1310,ISIC_0012944,0.158,4589.223,415.47760245373723
1311,ISIC_0012945,0.177,247.121,1377.1915424854863
1312,ISIC_0012949,0.153,395.171,1490.3531610009675
1313,ISIC_0012950,0.162,2458.049,523.7208904235644
1314,ISIC_0012952,0.421,4587.14,620.2822186181479
1315,ISIC_0012957,0.106,839.512,1274.944401302441
1316,ISIC_0012961,0.159,2803.858,764.9830436860756
1317,ISIC_0012962,0.119,8412.665,450.6116246412851
1318,ISIC_0012966,0.179,526.176,1803.1156638192151
1319,ISIC_0012969,0.229,491.897,736.0915458736664
1320,ISIC_0012970,0.179,305.104,728.7690912064967
1321,ISIC_0012976,0.127,476.309,1593.1878319659902
1322,ISIC_0012981,0.299,4125.1,1148.4640518739272
1323,ISIC_0012982,0.191,710.122,1286.872965102247
1324,ISIC_0012986,0.099,2238.291,652.4257845147923
1325,ISIC_0012987,0.393,2754.839,673.7552172516067
1326,ISIC_0012988,0.208,1316.925,1729.3208586772835
1327,ISIC_0012990,0.148,1110.729,1281.860603693882
1328,ISIC_0012998,0.127,1968.189,815.5102263858357
1329,ISIC_0012999,0.264,27413.434,822.7072733135838
1330,ISIC_0013000,0.188,575.217,1322.3833580666699
1331,ISIC_0013001,0.119,682.634,1192.2135779233636
1332,ISIC_0013007,0.18,5380.47,484.278119234807
1333,ISIC_0013012,0.199,2501.192,823.0543272373058
1334,ISIC_0013014,0.246,309.757,1304.4018826718595
1335,ISIC_0013015,0.244,1757.974,605.1275021048828
1336,ISIC_0013023,0.136,439.394,1174.0013359524319
1337,ISIC_0013024,0.12,4770.913,505.1014187603716
1338,ISIC_0013025,0.104,292.125,1017.3288810969101
1339,ISIC_0013026,0.224,390.491,1149.6083971525684
1340,ISIC_0013027,0.136,371.281,2042.7779262976628
1341,ISIC_0013031,0.262,2482.569,731.6610696190478
1342,ISIC_0013032,0.186,1824.15,1035.6636436082401
1343,ISIC_0013033,0.386,25910.365,288.1824328011614
1344,ISIC_0013034,0.207,5222.521,296.3636707011398
1345,ISIC_0013037,0.15,1642.237,854.0781441686407
1346,ISIC_0013039,0.128,1533.619,1124.244705332192
1347,ISIC_0013040,0.271,3902.169,443.9454496175305
1348,ISIC_0013044,0.208,1044.729,803.6156649090726
1349,ISIC_0013047,0.165,2679.484,641.0839869148219
1350,ISIC_0013048,0.106,1141.346,972.0774821078367
1351,ISIC_0013052,0.119,4704.215,351.6001743973896
1352,ISIC_0013053,0.206,944.922,617.5971023106578
1353,ISIC_0013054,0.206,445.598,1566.2957979498872
1354,ISIC_0013055,0.208,146.898,827.0337315148968
1355,ISIC_0013056,0.179,1626.204,518.6967186104356
1356,ISIC_0013059,0.143,3276.282,241.40996676672214
1357,ISIC_0013063,0.15,9927.279,274.3339604714278
1358,ISIC_0013065,0.347,2352.382,946.6435668143704
1359,ISIC_0013071,0.094,1450.203,577.9565509142234
1360,ISIC_0013075,0.188,2493.783,904.6462716120728
1361,ISIC_0013079,0.111,3880.705,775.02570167022
1362,ISIC_0013080,0.094,292.459,1308.9635446016425
1363,ISIC_0013084,0.097,3139.4,451.6957327842297
1364,ISIC_0013086,0.065,1201.103,887.9958826861163
1365,ISIC_0013087,0.124,2226.322,1181.8210882988863
1366,ISIC_0013088,0.272,3591.095,507.81513660865033
1367,ISIC_0013089,0.175,3602.024,905.5621685160936
1368,ISIC_0013090,0.129,720.415,1178.8520822325092
1369,ISIC_0013092,0.357,8714.511,538.6361823872135
1370,ISIC_0013094,0.23,663.991,869.3954606257286
1371,ISIC_0013096,0.374,13624.74,1163.7330387706138
1372,ISIC_0013097,0.096,2223.206,561.0958583013243
1373,ISIC_0013106,0.256,775.034,1206.425440275789
1374,ISIC_0013112,0.136,2151.592,736.9673352244118
1375,ISIC_0013114,0.091,5753.48,641.1911833251246
1376,ISIC_0013118,0.247,1940.04,768.7786617962294
1377,ISIC_0013120,0.156,865.588,610.1767380165171
1378,ISIC_0013121,0.231,1547.657,778.0438730954488
1379,ISIC_0013124,0.117,2479.064,840.8749842439556
1380,ISIC_0013126,0.288,838.236,1476.6377185327276
1381,ISIC_0013129,0.064,1598.526,586.6754230127817
1382,ISIC_0013134,0.249,1577.817,419.35478752606787
1383,ISIC_0013136,0.099,710.188,446.85124534847205
1384,ISIC_0013140,0.124,898.116,984.7932138985775
1385,ISIC_0013141,0.084,1703.458,1049.9616339512993
1386,ISIC_0013146,0.327,33119.541,887.5610039282228
1387,ISIC_0013147,0.209,803.389,609.4325691702725
1388,ISIC_0013150,0.098,895.56,631.2006686349602
1389,ISIC_0013155,0.153,76.292,1401.8966825557825
1390,ISIC_0013160,0.232,3876.338,552.5916074692536
1391,ISIC_0013163,0.115,1272.366,840.2431875674123
1392,ISIC_0013165,0.533,8863.16,361.08521334972073
1393,ISIC_0013166,0.142,4266.676,1140.9110696890777
1394,ISIC_0013167,0.296,5352.946,878.9625774940788
1395,ISIC_0013172,0.41,1347.525,1027.1941459234188
1396,ISIC_0013173,0.066,638.428,1475.8108310368852
1397,ISIC_0013174,0.089,1867.677,432.1105861037033
1398,ISIC_0013177,0.107,2501.375,1260.9040749625276
1399,ISIC_0013178,0.362,25264.299,408.3991282859093
1400,ISIC_0013181,0.24,705.65,1320.7168814063962
1401,ISIC_0013184,0.247,15415.652,528.0894463225869
1402,ISIC_0013187,0.118,3037.986,407.56993650030563
1403,ISIC_0013189,0.256,5465.952,681.9090920027709
1404,ISIC_0013190,0.076,2682.828,701.9643369665235
1405,ISIC_0013192,0.1,218.199,680.4006345190543
1406,ISIC_0013193,0.157,2589.291,805.8123326638721
1407,ISIC_0013196,0.124,70.717,924.9462496327031
1408,ISIC_0013197,0.166,112.533,802.0404156973013
1409,ISIC_0013198,0.233,9079.667,641.7639336448398
1410,ISIC_0013200,0.201,938.38,704.1152511088058
1411,ISIC_0013201,0.123,367.331,636.5521822010686
1412,ISIC_0013204,0.168,2182.74,632.7260152457802
1413,ISIC_0013205,0.149,1001.916,1019.215493154662
1414,ISIC_0013207,0.295,1652.764,397.5329498208407
1415,ISIC_0013208,0.259,282.652,752.4401997624144
1416,ISIC_0013212,0.171,392.006,888.4708031968589
1417,ISIC_0013213,0.129,2281.885,550.7365260896607
1418,ISIC_0013217,0.149,993.316,1909.4412271936428
1419,ISIC_0013219,0.182,440.623,1012.6960722038949
1420,ISIC_0013220,0.239,2554.659,646.1951684975635
1421,ISIC_0013222,0.119,1274.382,922.6251298814722
1422,ISIC_0013223,0.119,3988.989,691.6041499934196
1423,ISIC_0013224,0.201,1101.138,591.7478097471825
1424,ISIC_0013227,0.14,1424.893,526.9001590666721
1425,ISIC_0013229,0.195,4797.613,577.815831857306
1426,ISIC_0013233,0.198,1245.967,901.7096359123412
1427,ISIC_0013235,0.164,1094.796,560.8458857482457
1428,ISIC_0013236,0.127,4091.14,819.8591010210416
1429,ISIC_0013238,0.207,5798.025,393.98137413720514
1430,ISIC_0013243,0.072,9020.35,643.4477283410772
1431,ISIC_0013244,0.372,4354.796,852.0647271768784
1432,ISIC_0013248,0.102,619.24,1250.8946643965749
1433,ISIC_0013249,0.163,1445.271,618.4527034596125
1434,ISIC_0013257,0.091,1571.484,1577.2456068251174
1435,ISIC_0013258,0.159,1214.013,810.1275229185385
1436,ISIC_0013268,0.129,3447.705,362.12853505097473
1437,ISIC_0013274,0.124,1445.06,838.5048074272669
1438,ISIC_0013275,0.044,359.19,504.94889020818323
1439,ISIC_0013287,0.132,2440.751,648.8073296468168
1440,ISIC_0013288,0.22,2979.267,460.6055182030536
1441,ISIC_0013294,0.237,2517.927,968.3359719421084
1442,ISIC_0013302,0.232,1602.686,1060.750325791497
1443,ISIC_0013304,0.068,2842.436,335.5913579628509
1444,ISIC_0013306,0.104,872.14,476.9405490432651
1445,ISIC_0013310,0.13,5582.273,947.7929509944939
1446,ISIC_0013311,0.064,1200.762,496.5386492231639
1447,ISIC_0013314,0.151,1752.798,652.6273540613535
1448,ISIC_0013315,0.103,6995.22,1474.406662460774
1449,ISIC_0013316,0.117,27429.902,532.6872394165487
1450,ISIC_0013320,0.092,4752.877,499.64237395976005
1451,ISIC_0013326,0.1,1125.865,638.4658732743587
1452,ISIC_0013329,0.076,831.251,620.8350410428073
1453,ISIC_0013330,0.167,1575.955,783.7484910923666
1454,ISIC_0013333,0.185,3025.186,334.1126370480091
1455,ISIC_0013334,0.11,13698.66,925.0495168335793
1456,ISIC_0013335,0.127,12809.417,338.43367335431566
1457,ISIC_0013340,0.263,7182.879,1030.2765153706503
1458,ISIC_0013341,0.125,18295.956,911.2348995151641
1459,ISIC_0013342,0.119,1145.696,866.6835367442685
1460,ISIC_0013346,0.21,12711.168,346.68836290881706
1461,ISIC_0013355,0.135,189.545,703.3038478363102
1462,ISIC_0013356,0.15,1359.011,871.6337333981564
1463,ISIC_0013359,0.158,12065.239,304.21540075392335
1464,ISIC_0013360,0.105,1140.564,505.8931952467708
1465,ISIC_0013364,0.183,1571.803,708.8975856509828
1466,ISIC_0013365,0.045,3800.832,260.2370071239811
1467,ISIC_0013369,0.141,1879.876,1407.4397150871475
1468,ISIC_0013370,0.151,726.394,404.119152382435
1469,ISIC_0013371,0.458,11857.105,417.1610008220823
1470,ISIC_0013378,0.37,2683.142,1307.5855165182393
1471,ISIC_0013383,0.071,633.075,386.0020842597212
1472,ISIC_0013385,0.242,4531.254,576.3831220491048
1473,ISIC_0013390,0.096,2358.431,378.8851535077911
1474,ISIC_0013394,0.123,1710.966,1032.5432821422116
1475,ISIC_0013395,0.091,1780.105,646.7481356528898
1476,ISIC_0013397,0.083,6833.496,623.4426604149918
1477,ISIC_0013398,0.219,2362.949,982.2190780063092
